0.87396,6.1177,16.605,32.336,53.311,79.53,110.99,147.7,189.65
1.7479,12.235,33.21,64.673,106.62,159.06,221.99,295.4,379.3
3.4958,24.471,66.421,129.35,213.25,318.12,443.97,590.8,758.6
6.9917,48.942,132.84,258.69,426.49,636.24,887.94,1181.6,1517.2
13.98,97.859,265.62,517.26,852.77,1272.2,1775.4,2362.6,3033.6
27.96,195.72,531.23,1034.5,1705.5,2544.3,3550.9,4725.2,6067.3
